return_id,sales_order_number,sales_order_line_number,shipment_id,customer_key,product_key,product_category_key,sales_territory_key,currency_key,return_reason_id,return_request_date,return_received_date,refund_date,original_order_quantity,return_quantity,original_line_sales_amount,refund_amount,resolution,return_status,synthetic_note,data_origin,generator_version,scenario_id,seed,generated_at
RET-000463,SO54322,1,SHP-008213,20265,536,4,9,6,RR-005,2013-04-11,2013-04-15,2013-04-16,1,1,29.99,29.09,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000464,SO54334,1,SHP-008225,11631,539,4,6,19,RR-004,2013-04-07,2013-04-12,2013-04-16,1,1,24.99,24.24,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000465,SO54334,2,SHP-008225,11631,529,4,6,19,RR-003,2013-04-08,2013-04-18,2013-04-21,1,1,3.99,3.87,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000466,SO54343,1,SHP-008234,14717,537,4,7,100,RR-006,2013-04-05,2013-04-12,2013-04-14,1,1,35,33.95,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000467,SO54355,1,SHP-008246,11194,537,4,4,100,RR-003,2013-04-06,2013-04-16,2013-04-19,1,1,35,33.95,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000468,SO54355,2,SHP-008246,11194,528,4,4,100,RR-004,2013-04-05,2013-04-10,2013-04-14,1,1,4.99,4.84,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000469,SO54355,3,SHP-008246,11194,480,4,4,100,RR-005,2013-04-04,2013-04-12,2013-04-13,1,1,2.29,2.22,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000470,SO54399,1,SHP-008290,19025,476,3,1,100,RR-003,2013-04-02,2013-04-12,2013-04-15,1,1,69.99,67.89,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000471,SO54399,2,SHP-008290,19025,231,3,1,100,RR-004,2013-04-01,2013-04-06,2013-04-10,1,1,49.99,48.49,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000472,SO54435,1,SHP-008326,26771,475,3,9,6,RR-001,2013-04-11,2013-04-18,2013-04-20,1,1,69.99,67.89,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000473,SO54483,1,SHP-008374,19571,530,4,9,6,RR-005,2013-04-18,2013-04-22,2013-04-23,1,1,4.99,4.84,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000474,SO54483,2,SHP-008374,19571,541,4,9,6,RR-006,2013-04-03,2013-04-06,2013-04-08,1,1,28.99,28.12,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000475,SO54484,3,SHP-008375,16489,234,3,9,6,RR-001,2013-04-04,2013-04-13,2013-04-17,1,1,49.99,48.49,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000476,SO54484,4,SHP-008375,16489,465,3,9,6,RR-002,2013-04-19,2013-04-29,2013-05-02,1,1,24.49,23.76,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000477,SO54498,1,SHP-008389,15824,485,4,4,100,RR-005,2013-04-10,2013-04-14,2013-04-15,1,1,21.98,21.32,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000478,SO54498,2,SHP-008389,15824,488,3,4,100,RR-006,2013-04-13,2013-04-16,2013-04-18,1,1,53.99,52.37,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000479,SO54516,5,SHP-008407,20816,228,3,9,6,RR-001,2013-04-02,2013-04-05,2013-04-07,1,1,49.99,48.49,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000480,SO54536,1,SHP-008427,28904,588,1,7,100,RR-004,2013-04-03,2013-04-08,2013-04-12,1,1,769.49,746.41,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000481,SO54536,2,SHP-008427,28904,536,4,7,100,RR-003,2013-04-04,2013-04-14,2013-04-17,1,1,29.99,29.09,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000482,SO54570,3,SHP-008461,12568,465,3,10,98,RR-001,2013-04-15,2013-04-20,2013-04-24,1,1,24.49,23.76,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000483,SO54589,1,SHP-008480,11575,359,1,10,98,RR-006,2013-04-06,2013-04-13,2013-04-15,1,1,2294.99,2226.14,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000484,SO54601,2,SHP-008492,27937,540,4,8,100,RR-006,2013-04-07,2013-04-10,2013-04-12,1,1,32.6,31.62,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000485,SO54601,3,SHP-008492,27937,529,4,8,100,RR-003,2013-04-06,2013-04-12,2013-04-15,1,1,3.99,3.87,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000486,SO54632,2,SHP-008523,26896,482,3,10,98,RR-004,2013-04-13,2013-04-22,2013-04-26,1,1,8.99,8.72,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000487,SO54662,1,SHP-008553,11300,484,4,6,19,RR-004,2013-04-09,2013-04-18,2013-04-22,1,1,7.95,7.71,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000488,SO54684,1,SHP-008575,17169,477,4,4,100,RR-004,2013-04-12,2013-04-21,2013-04-25,1,1,4.99,4.84,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000489,SO54708,1,SHP-008599,25339,225,3,4,100,RR-005,2013-04-19,2013-04-23,2013-04-24,1,1,8.99,8.72,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000490,SO54709,1,SHP-008600,29256,225,3,6,19,RR-001,2013-04-11,2013-04-16,2013-04-20,1,1,8.99,8.72,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000491,SO54735,1,SHP-008626,14723,477,4,6,19,RR-005,2013-04-20,2013-04-28,2013-04-29,1,1,4.99,4.84,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000492,SO54735,2,SHP-008626,14723,478,4,6,19,RR-006,2013-04-05,2013-04-12,2013-04-14,1,1,9.99,9.69,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000493,SO54740,2,SHP-008631,15281,217,4,4,100,RR-006,2013-04-17,2013-04-24,2013-04-26,1,1,34.99,33.94,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000494,SO54771,1,SHP-008662,14123,539,4,9,6,RR-005,2013-04-17,2013-04-25,2013-04-26,1,1,24.99,24.24,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000495,SO54771,2,SHP-008662,14123,529,4,9,6,RR-006,2013-04-20,2013-04-27,2013-04-29,1,1,3.99,3.87,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000496,SO54787,1,SHP-008678,27607,528,4,6,19,RR-006,2013-04-13,2013-04-16,2013-04-18,1,1,4.99,4.84,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000497,SO54787,2,SHP-008678,27607,480,4,6,19,RR-005,2013-04-10,2013-04-14,2013-04-15,1,1,2.29,2.22,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000498,SO54801,4,SHP-008692,11540,484,4,4,100,RR-006,2013-04-04,2013-04-07,2013-04-09,1,1,7.95,7.71,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000499,SO54825,1,SHP-008716,15034,225,3,9,6,RR-002,2013-04-12,2013-04-16,2013-04-17,1,1,8.99,8.72,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000500,SO54846,1,SHP-008737,13222,477,4,6,19,RR-004,2013-04-10,2013-04-19,2013-04-23,1,1,4.99,4.84,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000501,SO54846,2,SHP-008737,13222,225,3,6,19,RR-003,2013-04-11,2013-04-17,2013-04-20,1,1,8.99,8.72,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000502,SO54866,1,SHP-008757,18738,380,1,9,6,RR-006,2013-04-10,2013-04-13,2013-04-15,1,1,2443.35,2370.05,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000503,SO54866,4,SHP-008757,18738,490,3,9,6,RR-002,2013-04-23,2013-05-03,2013-05-06,1,1,53.99,52.37,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000504,SO54880,1,SHP-008771,15080,564,1,8,100,RR-006,2013-04-20,2013-04-23,2013-04-25,1,1,2384.07,2312.55,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000505,SO54880,3,SHP-008771,15080,477,4,8,100,RR-004,2013-04-18,2013-04-27,2013-05-01,1,1,4.99,4.84,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000506,SO54907,1,SHP-008798,17663,528,4,4,100,RR-004,2013-04-08,2013-04-13,2013-04-17,1,1,4.99,4.84,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000507,SO54907,2,SHP-008798,17663,480,4,4,100,RR-003,2013-04-09,2013-04-19,2013-04-22,1,1,2.29,2.22,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000508,SO54951,1,SHP-008842,13868,485,4,1,100,RR-005,2013-04-14,2013-04-22,2013-04-23,1,1,21.98,21.32,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000509,SO54951,2,SHP-008842,13868,482,3,1,100,RR-001,2013-04-17,2013-04-24,2013-04-26,1,1,8.99,8.72,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000510,SO54969,1,SHP-008860,14702,585,1,10,98,RR-004,2013-04-08,2013-04-17,2013-04-21,1,1,742.35,720.08,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000511,SO54969,2,SHP-008860,14702,217,4,10,98,RR-003,2013-04-09,2013-04-15,2013-04-18,1,1,34.99,33.94,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000512,SO54984,1,SHP-008875,19973,477,4,9,6,RR-003,2013-04-23,2013-04-29,2013-05-02,1,1,4.99,4.84,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000513,SO54984,2,SHP-008875,19973,482,3,9,6,RR-004,2013-04-22,2013-05-01,2013-05-05,1,1,8.99,8.72,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000514,SO54984,3,SHP-008875,19973,479,4,9,6,RR-005,2013-04-21,2013-04-25,2013-04-26,1,1,8.99,8.72,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000515,SO55055,1,SHP-008946,20117,474,3,1,100,RR-002,2013-04-12,2013-04-22,2013-04-25,1,1,69.99,67.89,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000516,SO55055,2,SHP-008946,20117,225,3,1,100,RR-001,2013-04-11,2013-04-16,2013-04-20,1,1,8.99,8.72,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000517,SO55065,1,SHP-008956,14865,536,4,10,98,RR-006,2013-04-14,2013-04-21,2013-04-23,1,1,29.99,29.09,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000518,SO55133,2,SHP-009024,11967,225,3,9,6,RR-005,2013-04-20,2013-04-24,2013-04-25,1,1,8.99,8.72,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000519,SO55133,3,SHP-009024,11967,487,4,9,6,RR-004,2013-04-21,2013-04-30,2013-05-04,1,1,54.99,53.34,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000520,SO55140,1,SHP-009031,11999,577,1,9,6,RR-004,2013-04-18,2013-04-23,2013-04-27,1,1,1214.85,1178.4,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000521,SO55140,2,SHP-009031,11999,541,4,9,6,RR-003,2013-04-19,2013-04-29,2013-05-02,1,1,28.99,28.12,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000522,SO55140,3,SHP-009031,11999,530,4,9,6,RR-006,2013-04-20,2013-04-27,2013-04-29,1,1,4.99,4.84,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000523,SO55140,4,SHP-009031,11999,214,4,9,6,RR-005,2013-04-21,2013-04-25,2013-04-26,1,1,34.99,33.94,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000524,SO55140,5,SHP-009031,11999,467,3,9,6,RR-004,2013-04-22,2013-05-01,2013-05-05,1,1,24.49,23.76,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000525,SO55153,1,SHP-009044,20746,535,4,6,19,RR-004,2013-04-14,2013-04-23,2013-04-27,1,1,24.99,24.24,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000526,SO55153,2,SHP-009044,20746,528,4,6,19,RR-003,2013-04-15,2013-04-21,2013-04-24,1,1,4.99,4.84,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000527,SO55172,2,SHP-009063,13183,490,3,1,100,RR-001,2013-04-26,2013-05-05,2013-05-09,1,1,53.99,52.37,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000528,SO55182,2,SHP-009073,17238,471,3,9,6,RR-002,2013-04-28,2013-05-02,2013-05-03,1,1,63.5,61.59,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000529,SO55183,4,SHP-009074,16168,484,4,9,6,RR-006,2013-04-26,2013-04-29,2013-05-01,1,1,7.95,7.71,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000530,SO55185,1,SHP-009076,12249,231,3,9,6,RR-002,2013-05-01,2013-05-05,2013-05-06,1,1,49.99,48.49,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000531,SO55207,1,SHP-009098,20596,535,4,10,98,RR-004,2013-04-13,2013-04-18,2013-04-22,1,1,24.99,24.24,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000532,SO55207,2,SHP-009098,20596,528,4,10,98,RR-003,2013-04-14,2013-04-24,2013-04-27,1,1,4.99,4.84,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000533,SO55207,3,SHP-009098,20596,480,4,10,98,RR-006,2013-04-15,2013-04-22,2013-04-24,1,1,2.29,2.22,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000534,SO55225,1,SHP-009116,16743,380,1,9,6,RR-004,2013-04-29,2013-05-08,2013-05-12,1,1,2443.35,2370.05,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000535,SO55225,2,SHP-009116,16743,479,4,9,6,RR-003,2013-04-30,2013-05-06,2013-05-09,1,1,8.99,8.72,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000536,SO55225,3,SHP-009116,16743,477,4,9,6,RR-006,2013-04-13,2013-04-16,2013-04-18,1,1,4.99,4.84,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000537,SO55225,4,SHP-009116,16743,222,4,9,6,RR-005,2013-04-24,2013-05-02,2013-05-03,1,1,34.99,33.94,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000538,SO55340,1,SHP-009132,19625,541,4,9,6,RR-006,2013-04-26,2013-05-03,2013-05-05,1,1,28.99,28.12,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000539,SO55349,1,SHP-009141,19880,476,3,4,100,RR-002,2013-04-16,2013-04-22,2013-04-25,1,1,69.99,67.89,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000540,SO55360,1,SHP-009152,26894,538,4,8,100,RR-004,2013-04-26,2013-05-01,2013-05-05,1,1,21.49,20.85,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000541,SO55372,2,SHP-009164,29179,225,3,9,6,RR-006,2013-04-25,2013-05-02,2013-05-04,1,1,8.99,8.72,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000542,SO55395,2,SHP-009187,17742,491,3,8,100,RR-002,2013-05-02,2013-05-12,2013-05-15,1,1,53.99,52.37,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000543,SO55399,3,SHP-009191,15652,536,4,10,98,RR-006,2013-04-21,2013-04-24,2013-04-26,1,1,29.99,29.09,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000544,SO55415,2,SHP-009207,16214,480,4,1,100,RR-004,2013-04-20,2013-04-25,2013-04-29,1,1,2.29,2.22,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000545,SO55415,3,SHP-009207,16214,484,4,1,100,RR-005,2013-04-19,2013-04-27,2013-04-28,1,1,7.95,7.71,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000546,SO55462,3,SHP-009254,11505,234,3,6,19,RR-002,2013-04-18,2013-04-24,2013-04-27,1,1,49.99,48.49,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000547,SO55462,4,SHP-009254,11505,463,3,6,19,RR-001,2013-05-01,2013-05-06,2013-05-10,1,1,24.49,23.76,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000548,SO55471,4,SHP-009263,21802,225,3,4,100,RR-001,2013-05-01,2013-05-10,2013-05-14,1,1,8.99,8.72,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000549,SO55477,1,SHP-009269,14849,485,4,8,100,RR-003,2013-04-20,2013-04-26,2013-04-29,1,1,21.98,21.32,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000550,SO55477,2,SHP-009269,14849,214,4,8,100,RR-004,2013-04-19,2013-04-28,2013-05-02,1,1,34.99,33.94,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000551,SO55496,1,SHP-009288,20988,584,1,9,6,RR-004,2013-04-26,2013-05-05,2013-05-09,1,1,539.99,523.79,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000552,SO55501,1,SHP-009293,22066,584,1,4,100,RR-005,2013-05-02,2013-05-06,2013-05-07,1,1,539.99,523.79,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000553,SO55542,2,SHP-009334,19586,214,4,9,6,RR-005,2013-04-22,2013-04-26,2013-04-27,1,1,34.99,33.94,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000554,SO55545,1,SHP-009337,24802,574,1,4,100,RR-005,2013-04-23,2013-04-27,2013-04-28,1,1,2384.07,2312.55,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000555,SO55545,2,SHP-009337,24802,477,4,4,100,RR-006,2013-04-26,2013-04-29,2013-05-01,1,1,4.99,4.84,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000556,SO55545,3,SHP-009337,24802,479,4,4,100,RR-003,2013-04-25,2013-05-01,2013-05-04,1,1,8.99,8.72,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000557,SO55562,1,SHP-009354,11828,490,3,1,100,RR-004,2013-04-20,2013-04-29,2013-05-03,1,1,53.99,52.37,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-000558,SO55563,1,SHP-009355,11187,529,4,1,100,RR-005,2013-04-20,2013-04-28,2013-04-29,1,1,3.99,3.87,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
