attribution_id,sales_order_number,customer_key,sales_territory_key,campaign_id,touchpoint_date,conversion_date,attribution_model,attribution_credit,order_currency_key,attributed_revenue_order_currency,usd_average_rate,attributed_revenue_usd,currency_basis,synthetic_note,data_origin,generator_version,scenario_id,seed,generated_at
ATT-001113,SO46705,13085,1,CMP-US-SOCIAL,2012/1/1,2012/1/1,LAST_CLICK,1,100,2443.35,1,2443.35,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001114,SO46706,20186,6,CMP-CA-SEARCH,2012/1/1,2012/1/1,LAST_CLICK,1,19,2071.42,0.64238453,1330.65,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001115,SO46707,15199,4,CMP-US-SHOPPING,2012/1/1,2012/1/1,LAST_CLICK,1,100,782.99,1,782.99,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001116,SO46710,11484,8,CMP-DE-SEARCH-GENERIC,2012/1/2,2012/1/2,LAST_CLICK,1,100,2071.42,1,2071.42,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001117,SO46711,13592,7,CMP-FR-SEARCH,2012/1/2,2012/1/2,LAST_CLICK,1,100,2443.35,1,2443.35,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001118,SO46712,13779,7,CMP-FR-SOCIAL,2012/1/2,2012/1/2,LAST_CLICK,1,100,2181.56,1,2181.56,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001119,SO46713,24778,6,CMP-CA-SHOPPING,2012/1/2,2012/1/2,LAST_CLICK,1,19,2181.56,0.64164261,1399.78,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001120,SO46714,13093,1,CMP-US-SOCIAL,2012/1/2,2012/1/2,LAST_CLICK,1,100,2443.35,1,2443.35,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001121,SO46715,24976,6,CMP-CA-SHOPPING,2012/1/2,2012/1/2,LAST_CLICK,1,19,2181.56,0.64164261,1399.78,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001122,SO46716,25046,6,CMP-CA-SEARCH,2012/1/2,2012/1/2,LAST_CLICK,1,19,2181.56,0.64164261,1399.78,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001123,SO46717,25048,6,CMP-CA-SOCIAL,2012/1/2,2012/1/2,LAST_CLICK,1,19,2443.35,0.64164261,1567.76,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001124,SO46718,12570,9,CMP-AU-SEARCH,2012/1/2,2012/1/2,LAST_CLICK,1,6,2049.1,0.51875292,1062.98,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001125,SO46719,11604,10,CMP-GB-SOCIAL,2012/1/3,2012/1/3,LAST_CLICK,1,98,2049.1,1.42207053,2913.96,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001126,SO46720,13667,7,CMP-FR-SOCIAL,2012/1/3,2012/1/3,LAST_CLICK,1,100,2181.56,1,2181.56,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001127,SO46721,16046,10,CMP-GB-SEARCH,2012/1/3,2012/1/3,LAST_CLICK,1,98,2443.35,1.42207053,3474.62,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001128,SO46722,17095,7,CMP-FR-SEARCH,2012/1/3,2012/1/3,LAST_CLICK,1,100,1000.44,1,1000.44,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001129,SO46723,12918,4,CMP-US-SHOPPING,2012/1/3,2012/1/3,LAST_CLICK,1,100,2443.35,1,2443.35,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001130,SO46724,28663,6,CMP-CA-SHOPPING,2012/1/3,2012/1/3,LAST_CLICK,1,100,2443.35,1,2443.35,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001131,SO46725,21191,9,CMP-AU-SOCIAL,2012/1/3,2012/1/3,LAST_CLICK,1,6,2443.35,0.5186184,1267.17,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001132,SO46726,20999,9,CMP-AU-SOCIAL,2012/1/3,2012/1/3,LAST_CLICK,1,6,2181.56,0.5186184,1131.4,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001133,SO46727,21002,9,CMP-AU-SEARCH,2012/1/3,2012/1/3,LAST_CLICK,1,6,2443.35,0.5186184,1267.17,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001134,SO46728,12354,9,CMP-AU-SHOPPING,2012/1/3,2012/1/3,LAST_CLICK,1,6,2049.1,0.5186184,1062.7,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001135,SO46729,26019,9,CMP-AU-SOCIAL,2012/1/3,2012/1/3,LAST_CLICK,1,6,782.99,0.5186184,406.07,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001136,SO46730,15100,8,CMP-DE-SEARCH-GENERIC,2012/1/4,2012/1/4,LAST_CLICK,1,100,2181.56,1,2181.56,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001137,SO46731,15101,8,CMP-DE-SOCIAL,2012/1/4,2012/1/4,LAST_CLICK,1,100,2181.56,1,2181.56,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001138,SO46732,13992,4,CMP-US-SOCIAL,2012/1/4,2012/1/4,LAST_CLICK,1,100,1000.44,1,1000.44,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001139,SO46733,24781,6,CMP-CA-SHOPPING,2012/1/4,2012/1/4,LAST_CLICK,1,19,2181.56,0.64197214,1400.5,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001140,SO46734,13060,4,CMP-US-SHOPPING,2012/1/4,2012/1/4,LAST_CLICK,1,100,2181.56,1,2181.56,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001141,SO46735,13226,1,CMP-US-SEARCH,2012/1/4,2012/1/4,LAST_CLICK,1,100,2181.56,1,2181.56,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001142,SO46736,12341,9,CMP-AU-SEARCH,2012/1/4,2012/1/4,LAST_CLICK,1,6,2049.1,0.52088759,1067.35,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001143,SO46737,12346,9,CMP-AU-SOCIAL,2012/1/4,2012/1/4,LAST_CLICK,1,6,2071.42,0.52088759,1078.98,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001144,SO46738,12576,9,CMP-AU-SHOPPING,2012/1/4,2012/1/4,LAST_CLICK,1,6,2049.1,0.52088759,1067.35,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001145,SO46739,15699,10,CMP-GB-SEARCH,2012/1/5,2012/1/5,LAST_CLICK,1,98,2181.56,1.4230824,3104.54,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001146,SO46740,12980,1,CMP-US-SEARCH,2012/1/5,2012/1/5,LAST_CLICK,1,100,2181.56,1,2181.56,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001147,SO46741,28766,6,CMP-CA-SHOPPING,2012/1/5,2012/1/5,LAST_CLICK,1,100,2443.35,1,2443.35,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001148,SO46742,20206,6,CMP-CA-SOCIAL,2012/1/5,2012/1/5,LAST_CLICK,1,19,2049.1,0.64160144,1314.7,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001149,SO46743,21183,9,CMP-AU-SEARCH,2012/1/5,2012/1/5,LAST_CLICK,1,6,2181.56,0.51390102,1121.11,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001150,SO46744,21199,9,CMP-AU-SOCIAL,2012/1/5,2012/1/5,LAST_CLICK,1,6,2443.35,0.51390102,1255.64,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001151,SO46745,13056,1,CMP-US-SEARCH,2012/1/6,2012/1/6,LAST_CLICK,1,100,2443.35,1,2443.35,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001152,SO46746,13057,4,CMP-US-SHOPPING,2012/1/6,2012/1/6,LAST_CLICK,1,100,2443.35,1,2443.35,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001153,SO46747,26127,1,CMP-US-SOCIAL,2012/1/6,2012/1/6,LAST_CLICK,1,100,2049.1,1,2049.1,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001154,SO46748,26252,4,CMP-US-SHOPPING,2012/1/6,2012/1/6,LAST_CLICK,1,100,2049.1,1,2049.1,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001155,SO46749,12350,9,CMP-AU-SOCIAL,2012/1/6,2012/1/6,LAST_CLICK,1,6,2071.42,0.51069915,1057.87,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001156,SO46750,16054,10,CMP-GB-SHOPPING,2012/1/7,2012/1/7,LAST_CLICK,1,98,2181.56,1.40646976,3068.3,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001157,SO46751,12934,4,CMP-US-SEARCH,2012/1/7,2012/1/7,LAST_CLICK,1,100,2181.56,1,2181.56,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001158,SO46752,19931,8,CMP-DE-SOCIAL,2012/1/7,2012/1/7,LAST_CLICK,1,100,782.99,1,782.99,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001159,SO46753,21215,9,CMP-AU-SHOPPING,2012/1/7,2012/1/7,LAST_CLICK,1,6,2181.56,0.52449386,1144.22,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001160,SO46754,25958,9,CMP-AU-SEARCH,2012/1/7,2012/1/7,LAST_CLICK,1,6,782.99,0.52449386,410.67,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001161,SO46755,26023,9,CMP-AU-SOCIAL,2012/1/7,2012/1/7,LAST_CLICK,1,6,782.99,0.52449386,410.67,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001162,SO46756,13993,4,CMP-US-SHOPPING,2012/1/7,2012/1/7,LAST_CLICK,1,100,1000.44,1,1000.44,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001163,SO46757,26174,1,CMP-US-SEARCH,2012/1/8,2012/1/8,LAST_CLICK,1,100,2071.42,1,2071.42,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001164,SO46758,18130,8,CMP-DE-SOCIAL,2012/1/8,2012/1/8,LAST_CLICK,1,100,1000.44,1,1000.44,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001165,SO46759,16033,10,CMP-GB-SHOPPING,2012/1/8,2012/1/8,LAST_CLICK,1,98,2181.56,1.39899273,3051.99,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001166,SO46760,13986,4,CMP-US-SEARCH,2012/1/8,2012/1/8,LAST_CLICK,1,100,1000.44,1,1000.44,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001167,SO46761,19924,8,CMP-DE-SEARCH-GENERIC,2012/1/8,2012/1/8,LAST_CLICK,1,100,782.99,1,782.99,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001168,SO46762,13063,1,CMP-US-SHOPPING,2012/1/8,2012/1/8,LAST_CLICK,1,100,2443.35,1,2443.35,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001169,SO46763,13202,4,CMP-US-SOCIAL,2012/1/8,2012/1/8,LAST_CLICK,1,100,2181.56,1,2181.56,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001170,SO46764,26238,4,CMP-US-SHOPPING,2012/1/8,2012/1/8,LAST_CLICK,1,100,2049.1,1,2049.1,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001171,SO46765,15191,4,CMP-US-SOCIAL,2012/1/8,2012/1/8,LAST_CLICK,1,100,782.99,1,782.99,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001172,SO46766,21216,9,CMP-AU-SOCIAL,2012/1/8,2012/1/8,LAST_CLICK,1,6,2443.35,0.52170284,1274.7,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001173,SO46767,12573,9,CMP-AU-SEARCH,2012/1/8,2012/1/8,LAST_CLICK,1,6,2049.1,0.52170284,1069.02,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001174,SO46768,26020,9,CMP-AU-SOCIAL,2012/1/8,2012/1/8,LAST_CLICK,1,6,782.99,0.52170284,408.49,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001175,SO46769,15702,10,CMP-GB-SEARCH,2012/1/9,2012/1/9,LAST_CLICK,1,98,2181.56,1.39918847,3052.42,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001176,SO46772,13161,1,CMP-US-SEARCH,2012/1/9,2012/1/9,LAST_CLICK,1,100,2181.56,1,2181.56,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001177,SO46773,13173,1,CMP-US-SOCIAL,2012/1/9,2012/1/9,LAST_CLICK,1,100,2181.56,1,2181.56,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001178,SO46774,13225,4,CMP-US-SEARCH,2012/1/9,2012/1/9,LAST_CLICK,1,100,2181.56,1,2181.56,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001179,SO46775,26249,1,CMP-US-SOCIAL,2012/1/9,2012/1/9,LAST_CLICK,1,100,2071.42,1,2071.42,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001180,SO46776,12356,9,CMP-AU-SOCIAL,2012/1/9,2012/1/9,LAST_CLICK,1,6,2049.1,0.52271183,1071.09,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001181,SO46777,11568,10,CMP-GB-SHOPPING,2012/1/10,2012/1/10,LAST_CLICK,1,98,2071.42,1.39958013,2899.12,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001182,SO46790,12930,1,CMP-US-SEARCH,2012/1/11,2012/1/11,LAST_CLICK,1,100,2181.56,1,2181.56,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001183,SO46791,13016,1,CMP-US-SOCIAL,2012/1/11,2012/1/11,LAST_CLICK,1,100,2443.35,1,2443.35,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001184,SO46792,13083,1,CMP-US-SHOPPING,2012/1/11,2012/1/11,LAST_CLICK,1,100,2181.56,1,2181.56,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001185,SO46793,13214,1,CMP-US-SEARCH,2012/1/11,2012/1/11,LAST_CLICK,1,100,2181.56,1,2181.56,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001186,SO46794,24977,6,CMP-CA-SHOPPING,2012/1/11,2012/1/11,LAST_CLICK,1,19,2181.56,0.64956155,1417.06,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001187,SO46795,26234,4,CMP-US-SEARCH,2012/1/11,2012/1/11,LAST_CLICK,1,100,2049.1,1,2049.1,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001188,SO46796,26247,4,CMP-US-SOCIAL,2012/1/11,2012/1/11,LAST_CLICK,1,100,2049.1,1,2049.1,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001189,SO46797,21197,9,CMP-AU-SHOPPING,2012/1/11,2012/1/11,LAST_CLICK,1,6,2181.56,0.52413649,1143.44,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001190,SO46798,21201,9,CMP-AU-SHOPPING,2012/1/11,2012/1/11,LAST_CLICK,1,6,2443.35,0.52413649,1280.65,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001191,SO46799,13662,7,CMP-FR-SEARCH,2012/1/12,2012/1/12,LAST_CLICK,1,100,2181.56,1,2181.56,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001192,SO46800,13019,4,CMP-US-SEARCH,2012/1/12,2012/1/12,LAST_CLICK,1,100,2443.35,1,2443.35,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001193,SO46801,25094,6,CMP-CA-SOCIAL,2012/1/12,2012/1/12,LAST_CLICK,1,19,2443.35,0.65104167,1590.72,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001194,SO46802,15188,1,CMP-US-SHOPPING,2012/1/12,2012/1/12,LAST_CLICK,1,100,782.99,1,782.99,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001195,SO46803,13595,7,CMP-FR-SEARCH,2012/1/13,2012/1/13,LAST_CLICK,1,100,2181.56,1,2181.56,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001196,SO46804,19052,7,CMP-FR-SOCIAL,2012/1/13,2012/1/13,LAST_CLICK,1,100,782.99,1,782.99,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001197,SO46805,13055,1,CMP-US-SHOPPING,2012/1/13,2012/1/13,LAST_CLICK,1,100,2181.56,1,2181.56,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001198,SO46806,21195,9,CMP-AU-SEARCH,2012/1/13,2012/1/13,LAST_CLICK,1,6,2443.35,0.52219321,1275.9,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001199,SO46807,12339,9,CMP-AU-SOCIAL,2012/1/13,2012/1/13,LAST_CLICK,1,6,2071.42,0.52219321,1081.68,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-001200,SO46808,12347,9,CMP-AU-SOCIAL,2012/1/13,2012/1/13,LAST_CLICK,1,6,2049.1,0.52219321,1070.03,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
