ad_date,campaign_id,target_country_code,channel,platform,billing_currency,impressions,clicks,conversions,spend,attributed_revenue_usd,ctr,conversion_rate,cost_per_click,cost_per_acquisition,roas,synthetic_note,data_origin,generator_version,scenario_id,seed,generated_at
2011-10-20,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1329,43,0,48.9,0,0.032355,0,1.1372,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-10-21,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1325,42,0,47.95,0,0.031698,0,1.1417,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-10-22,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1322,42,0,48.14,0,0.03177,0,1.1462,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-10-23,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1319,42,0,48.33,0,0.031842,0,1.1507,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-10-24,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1342,44,0,50.83,0,0.032787,0,1.1552,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-10-25,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1339,43,0,49.86,0,0.032114,0,1.1595,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-10-26,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1335,43,0,50.06,0,0.03221,0,1.1642,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-10-27,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1442,46,1,53.76,2415.63,0.0319,0.021739,1.1687,53.76,44.9336,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-10-28,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1465,46,1,50.66,2414.65,0.031399,0.021739,1.1013,50.66,47.6638,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-10-29,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1352,42,0,46.44,0,0.031065,0,1.1057,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-10-30,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1309,58,0,67.52,0,0.044309,0,1.1641,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-10-31,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1312,58,0,67.26,0,0.044207,0,1.1597,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-11-01,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,795,37,0,57.86,0,0.046541,0,1.5638,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-11-02,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,895,42,1,66.24,2412.37,0.046927,0.02381,1.5771,66.24,36.4186,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-11-03,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,789,37,0,58.19,0,0.046895,0,1.5727,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-11-04,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,805,18,0,27.91,0,0.02236,0,1.5506,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-11-05,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,809,18,0,27.82,0,0.02225,0,1.5456,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-11-06,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,909,20,1,31.19,2406.21,0.022002,0.05,1.5595,31.19,77.1468,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-11-07,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,802,18,0,27.99,0,0.022444,0,1.555,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-11-08,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,819,38,0,60.96,0,0.046398,0,1.6042,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-11-09,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,822,38,0,60.79,0,0.046229,0,1.5997,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-11-10,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,812,18,0,27.74,0,0.022167,0,1.5411,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-11-11,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,919,21,1,32.46,2268.44,0.022851,0.047619,1.5457,32.46,69.8842,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-11-12,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,819,19,0,29.11,0,0.023199,0,1.5321,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-11-13,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,925,21,1,32.27,2384.24,0.022703,0.047619,1.5367,32.27,73.8841,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-11-14,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,799,18,0,28.07,0,0.022528,0,1.5594,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-11-15,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,795,37,0,57.86,0,0.046541,0,1.5638,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-11-16,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,805,18,0,27.9,0,0.02236,0,1.55,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-11-17,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,802,18,0,27.99,0,0.022444,0,1.555,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-11-18,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,838,39,0,61.51,0,0.046539,0,1.5772,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-11-19,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,835,39,0,61.69,0,0.046707,0,1.5818,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-11-20,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1283,59,0,97.82,0,0.045986,0,1.658,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-11-21,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1287,59,0,97.56,0,0.045843,0,1.6536,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-11-22,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1290,59,0,97.29,0,0.045736,0,1.649,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-11-23,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1293,59,0,97.03,0,0.04563,0,1.6446,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-11-24,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1270,58,0,95.12,0,0.045669,0,1.64,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-11-25,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1273,58,0,94.86,0,0.045562,0,1.6355,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-11-26,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1277,58,0,94.6,0,0.045419,0,1.631,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-11-27,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1280,58,0,94.34,0,0.045312,0,1.6266,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-11-28,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1257,58,0,94.08,0,0.046142,0,1.6221,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-11-29,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1260,59,0,95.44,0,0.046825,0,1.6176,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-11-30,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1303,60,0,63.36,0,0.046048,0,1.056,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-12-01,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1257,50,0,79.74,0,0.039777,0,1.5948,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-12-02,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1363,54,1,86.36,2353.66,0.039618,0.018519,1.5993,86.36,27.2541,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-12-03,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1250,49,0,78.59,0,0.0392,0,1.6039,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-12-04,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1247,49,0,77.05,0,0.039294,0,1.5724,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-12-05,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1243,49,0,77.27,0,0.039421,0,1.5769,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-12-06,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1240,49,0,77.49,0,0.039516,0,1.5814,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-12-07,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1237,48,0,76.12,0,0.038804,0,1.5858,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-12-08,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1287,50,0,81.32,0,0.03885,0,1.6264,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-12-09,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1283,50,0,81.54,0,0.038971,0,1.6308,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-12-10,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1240,49,0,51.08,0,0.039516,0,1.0424,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-12-11,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1243,49,0,50.86,0,0.039421,0,1.038,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-12-12,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1247,49,0,50.64,0,0.039294,0,1.0335,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-12-13,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1250,49,0,50.42,0,0.0392,0,1.029,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-12-14,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1227,48,0,49.17,0,0.03912,0,1.0244,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-12-15,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1230,48,0,48.96,0,0.039024,0,1.02,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-12-16,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1233,48,0,48.74,0,0.038929,0,1.0154,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-12-17,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1347,53,1,53.58,2331.88,0.039347,0.018868,1.0109,53.58,43.5215,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-12-18,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1267,49,0,52.84,0,0.038674,0,1.0784,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-12-19,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1270,49,0,52.62,0,0.038583,0,1.0739,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-12-20,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,875,22,0,23.53,0,0.025143,0,1.0695,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-12-21,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,982,25,1,26.85,2334.16,0.025458,0.04,1.074,26.85,86.9333,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-12-22,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,882,22,0,23.33,0,0.024943,0,1.0605,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-12-23,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,878,22,0,23.43,0,0.025057,0,1.065,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-12-24,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,862,21,0,22.83,0,0.024362,0,1.0871,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-12-25,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,858,21,0,22.93,0,0.024476,0,1.0919,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-12-26,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,868,22,0,23.72,0,0.025346,0,1.0782,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-12-27,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,865,22,0,23.82,0,0.025434,0,1.0827,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-12-28,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,848,22,0,22.74,0,0.025943,0,1.0336,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-12-29,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,845,22,0,22.83,0,0.026036,0,1.0377,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-12-30,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1280,32,0,35.08,0,0.025,0,1.0962,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-12-31,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1393,35,1,38.22,1318.34,0.025126,0.028571,1.092,38.22,34.4935,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2012-01-01,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,912,28,1,48.58,1330.65,0.030702,0.035714,1.735,48.58,27.3909,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2012-01-02,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,915,28,1,48.46,1399.78,0.030601,0.035714,1.7307,48.46,28.8853,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2012-01-03,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,808,25,0,43.15,0,0.030941,0,1.726,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2012-01-04,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,785,24,0,42.18,0,0.030573,0,1.7575,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2012-01-05,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,788,24,0,42.07,0,0.030457,0,1.7529,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2012-01-06,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,792,24,0,41.97,0,0.030303,0,1.7488,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2012-01-07,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,795,24,0,41.86,0,0.030189,0,1.7442,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2012-01-08,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,825,25,0,44.39,0,0.030303,0,1.7756,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2012-01-09,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,828,25,0,44.28,0,0.030193,0,1.7712,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2012-01-10,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,818,36,0,40.95,0,0.04401,0,1.1375,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2012-01-11,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,815,36,0,41.11,0,0.044172,0,1.1419,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2012-01-12,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,812,35,0,40.13,0,0.043103,0,1.1466,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2012-01-13,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,808,35,0,40.29,0,0.043317,0,1.1511,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2012-01-14,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,805,35,0,40.44,0,0.043478,0,1.1554,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2012-01-15,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,802,35,0,40.6,0,0.043641,0,1.16,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2012-01-16,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,798,34,0,39.59,0,0.042607,0,1.1644,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2012-01-17,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,905,39,1,45.59,1410.37,0.043094,0.025641,1.169,45.59,30.936,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2012-01-18,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,845,36,0,42.25,0,0.042604,0,1.1736,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2012-01-19,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,841,36,0,42.41,0,0.042806,0,1.1781,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2012-01-20,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,838,35,0,62.77,0,0.041766,0,1.7934,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2012-01-21,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,841,35,0,62.62,0,0.041617,0,1.7891,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2012-01-22,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,832,34,0,22.19,0,0.040865,0,0.6526,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2012-01-23,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,835,34,0,61.13,0,0.040719,0,1.7979,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2012-01-24,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,851,35,0,23.15,0,0.041128,0,0.6614,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2012-01-25,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,855,36,0,23.65,0,0.042105,0,0.6569,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2012-01-26,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,845,35,0,23.47,0,0.04142,0,0.6706,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2012-01-27,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,848,35,0,23.31,0,0.041274,0,0.666,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2012-01-28,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,812,34,0,59.76,0,0.041872,0,1.7576,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2012-01-29,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,815,34,0,59.61,0,0.041718,0,1.7532,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2012-01-30,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,858,36,0,63.6,0,0.041958,0,1.7667,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2012-01-31,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,855,36,0,63.76,0,0.042105,0,1.7711,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2012-02-01,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1012,40,0,65.67,0,0.039526,0,1.6418,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2012-02-02,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1022,41,0,66.76,0,0.040117,0,1.6283,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2012-02-03,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1019,41,0,66.95,0,0.040236,0,1.6329,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2012-02-04,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1002,40,0,64.77,0,0.03992,0,1.6192,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2012-02-05,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,999,39,0,63.33,0,0.039039,0,1.6238,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2012-02-06,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1009,40,0,64.41,0,0.039643,0,1.6102,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2012-02-07,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1005,40,0,64.59,0,0.039801,0,1.6148,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2012-02-08,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1042,41,0,65.66,0,0.039347,0,1.6015,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2012-02-09,CMP-CA-SEARCH,CA,Paid Search,Google Ads,USD,1039,41,0,65.84,0,0.039461,0,1.6059,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
