shipment_id,sales_order_number,customer_key,sales_territory_key,origin_country,destination_country,destination_region,carrier_id,carrier_name,service_level,tracking_number,ship_date,promised_delivery_date,actual_delivery_date,transit_days,delay_days,on_time_flag,cross_border_flag,customs_delay_days,shipment_status,order_line_count,freight_amount,synthetic_note,data_origin,generator_version,scenario_id,seed,generated_at
SHP-004861,SO50411,18141,10,United States,United Kingdom,Europe,CAR-003,GlobalPost,International Priority,SYN-003-50411,2012-11-11,2012-11-16,2012-11-16,6,0,1,1,0,DELIVERED,1,54.54,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004862,SO50412,27268,4,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-50412,2012-11-11,2012-11-16,2012-11-13,3,0,1,0,0,DELIVERED,1,51.23,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004863,SO50413,27273,4,United States,United States,North America,CAR-001,NorthStar Express,Standard,SYN-001-50413,2012-11-11,2012-11-16,2012-11-15,5,0,1,0,0,DELIVERED,1,51.79,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004864,SO50414,19285,8,United States,Germany,Europe,CAR-003,GlobalPost,International Priority,SYN-003-50414,2012-11-11,2012-11-16,2012-11-17,7,1,0,1,0,DELIVERED,1,25.01,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004865,SO50415,20970,8,United States,Germany,Europe,CAR-003,GlobalPost,International Priority,SYN-003-50415,2012-11-11,2012-11-16,2012-11-16,6,0,1,1,0,DELIVERED,1,19.57,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004866,SO50416,11406,7,United States,France,Europe,CAR-003,GlobalPost,International Priority,SYN-003-50416,2012-11-11,2012-11-16,2012-11-15,5,0,1,1,0,DELIVERED,1,51.23,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004867,SO50417,11417,7,United States,France,Europe,CAR-003,GlobalPost,International Priority,SYN-003-50417,2012-11-11,2012-11-16,2012-11-18,8,2,0,1,0,DELIVERED,1,51.23,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004868,SO50418,15897,4,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-50418,2012-11-11,2012-11-16,2012-11-15,5,0,1,0,0,DELIVERED,1,19.57,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004869,SO50419,14453,1,United States,United States,North America,CAR-001,NorthStar Express,Standard,SYN-001-50419,2012-11-11,2012-11-16,2012-11-14,4,0,1,0,0,DELIVERED,1,25.01,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004870,SO50420,25215,9,United States,Australia,Pacific,CAR-004,EuroFreight,International Economy,SYN-004-50420,2012-11-11,2012-11-16,2012-11-16,6,0,1,1,0,DELIVERED,1,25.01,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004871,SO50421,15724,9,United States,Australia,Pacific,CAR-002,ParcelBridge,Economy,SYN-002-50421,2012-11-11,2012-11-16,2012-11-17,7,1,0,1,0,DELIVERED,1,51.23,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004872,SO50422,15223,9,United States,Australia,Pacific,CAR-002,ParcelBridge,Economy,SYN-002-50422,2012-11-11,2012-11-16,2012-11-18,8,2,0,1,0,DELIVERED,1,51.79,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004873,SO50423,24360,9,United States,Australia,Pacific,CAR-003,GlobalPost,International Priority,SYN-003-50423,2012-11-11,2012-11-16,2012-11-15,5,0,1,1,0,DELIVERED,1,61.08,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004874,SO50424,16433,7,United States,France,Europe,CAR-003,GlobalPost,International Priority,SYN-003-50424,2012-11-12,2012-11-17,2012-11-17,6,0,1,1,0,DELIVERED,1,54.54,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004875,SO50425,27421,2,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-50425,2012-11-12,2012-11-17,2012-11-16,5,0,1,0,0,DELIVERED,1,51.23,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004876,SO50426,21642,6,United States,Canada,North America,CAR-003,GlobalPost,International Priority,SYN-003-50426,2012-11-12,2012-11-17,2012-11-19,8,2,0,1,0,DELIVERED,1,51.79,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004877,SO50427,15944,1,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-50427,2012-11-12,2012-11-17,2012-11-15,4,0,1,0,0,DELIVERED,1,19.57,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004878,SO50428,14421,1,United States,United States,North America,CAR-001,NorthStar Express,Standard,SYN-001-50428,2012-11-12,2012-11-17,2012-11-16,5,0,1,0,0,DELIVERED,1,25.01,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004879,SO50429,14433,4,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-50429,2012-11-12,2012-11-17,2012-11-14,3,0,1,0,0,DELIVERED,1,25.01,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004880,SO50430,25126,9,United States,Australia,Pacific,CAR-002,ParcelBridge,Economy,SYN-002-50430,2012-11-12,2012-11-17,2012-11-16,5,0,1,1,0,DELIVERED,1,25.01,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004881,SO50431,24371,9,United States,Australia,Pacific,CAR-004,EuroFreight,International Economy,SYN-004-50431,2012-11-12,2012-11-17,2012-11-19,8,2,0,1,0,DELIVERED,1,61.08,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004882,SO50432,17940,8,United States,Germany,Europe,CAR-003,GlobalPost,International Priority,SYN-003-50432,2012-11-13,2012-11-18,2012-11-19,7,1,0,1,0,DELIVERED,1,54.54,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004883,SO50433,21008,8,United States,Germany,Europe,CAR-003,GlobalPost,International Priority,SYN-003-50433,2012-11-13,2012-11-18,2012-11-18,6,0,1,1,0,DELIVERED,1,19.57,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004884,SO50434,13912,4,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-50434,2012-11-13,2012-11-18,2012-11-17,5,0,1,0,0,DELIVERED,1,54.54,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004885,SO50435,12873,10,United States,United Kingdom,Europe,CAR-003,GlobalPost,International Priority,SYN-003-50435,2012-11-13,2012-11-18,2012-11-20,8,2,0,1,0,DELIVERED,1,51.79,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004886,SO50436,25133,9,United States,Australia,Pacific,CAR-003,GlobalPost,International Priority,SYN-003-50436,2012-11-13,2012-11-18,2012-11-19,7,1,0,1,0,DELIVERED,1,25.01,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004887,SO50437,15647,9,United States,Australia,Pacific,CAR-002,ParcelBridge,Economy,SYN-002-50437,2012-11-13,2012-11-18,2012-11-18,6,0,1,1,0,DELIVERED,1,51.23,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004888,SO50438,17929,8,United States,Germany,Europe,CAR-003,GlobalPost,International Priority,SYN-003-50438,2012-11-14,2012-11-19,2012-11-18,5,0,1,1,0,DELIVERED,1,54.54,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004889,SO50439,21618,6,United States,Canada,North America,CAR-003,GlobalPost,International Priority,SYN-003-50439,2012-11-14,2012-11-19,2012-11-21,8,2,0,1,0,DELIVERED,1,51.23,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004890,SO50440,19502,10,United States,United Kingdom,Europe,CAR-004,EuroFreight,International Economy,SYN-004-50440,2012-11-14,2012-11-19,2012-11-21,8,2,0,1,0,DELIVERED,1,25.01,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004891,SO50441,21104,10,United States,United Kingdom,Europe,CAR-003,GlobalPost,International Priority,SYN-003-50441,2012-11-14,2012-11-19,2012-11-18,5,0,1,1,0,DELIVERED,1,19.57,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004892,SO50442,11402,7,United States,France,Europe,CAR-004,EuroFreight,International Economy,SYN-004-50442,2012-11-14,2012-11-19,2012-11-19,6,0,1,1,0,DELIVERED,1,51.79,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004893,SO50443,11416,7,United States,France,Europe,CAR-002,ParcelBridge,Economy,SYN-002-50443,2012-11-14,2012-11-19,2012-11-20,7,1,0,1,0,DELIVERED,1,51.23,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004894,SO50444,14438,1,United States,United States,North America,CAR-001,NorthStar Express,Standard,SYN-001-50444,2012-11-14,2012-11-19,2012-11-16,3,0,1,0,0,DELIVERED,1,25.01,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004895,SO50445,26615,6,United States,Canada,North America,CAR-004,EuroFreight,International Economy,SYN-004-50445,2012-11-14,2012-11-19,2012-11-18,5,0,1,1,0,DELIVERED,1,25.01,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004896,SO50446,25127,9,United States,Australia,Pacific,CAR-002,ParcelBridge,Economy,SYN-002-50446,2012-11-14,2012-11-19,2012-11-19,6,0,1,1,0,DELIVERED,1,25.01,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004897,SO50447,15726,9,United States,Australia,Pacific,CAR-003,GlobalPost,International Priority,SYN-003-50447,2012-11-14,2012-11-19,2012-11-20,7,1,0,1,0,DELIVERED,1,51.23,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004898,SO50448,15219,9,United States,Australia,Pacific,CAR-004,EuroFreight,International Economy,SYN-004-50448,2012-11-14,2012-11-19,2012-11-21,8,2,0,1,0,DELIVERED,1,51.23,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004899,SO50449,15435,9,United States,Australia,Pacific,CAR-002,ParcelBridge,Economy,SYN-002-50449,2012-11-14,2012-11-19,2012-11-18,5,0,1,1,0,DELIVERED,1,51.79,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004900,SO50450,16416,7,United States,France,Europe,CAR-003,GlobalPost,International Priority,SYN-003-50450,2012-11-15,2012-11-20,2012-11-21,7,1,0,1,0,DELIVERED,1,61.08,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004901,SO50451,27272,1,United States,United States,North America,CAR-001,NorthStar Express,Standard,SYN-001-50451,2012-11-15,2012-11-20,2012-11-18,4,0,1,0,0,DELIVERED,1,51.23,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004902,SO50452,27280,4,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-50452,2012-11-15,2012-11-20,2012-11-18,4,0,1,0,0,DELIVERED,1,51.23,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004903,SO50453,17779,7,United States,France,Europe,CAR-003,GlobalPost,International Priority,SYN-003-50453,2012-11-15,2012-11-20,2012-11-22,8,2,0,1,0,DELIVERED,1,25.01,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004904,SO50454,19493,10,United States,United Kingdom,Europe,CAR-003,GlobalPost,International Priority,SYN-003-50454,2012-11-15,2012-11-20,2012-11-21,7,1,0,1,0,DELIVERED,1,25.01,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004905,SO50455,19480,7,United States,France,Europe,CAR-003,GlobalPost,International Priority,SYN-003-50455,2012-11-15,2012-11-20,2012-11-20,6,0,1,1,0,DELIVERED,1,19.57,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004906,SO50456,15723,9,United States,Australia,Pacific,CAR-002,ParcelBridge,Economy,SYN-002-50456,2012-11-15,2012-11-20,2012-11-19,5,0,1,1,0,DELIVERED,1,51.23,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004907,SO50457,15227,9,United States,Australia,Pacific,CAR-004,EuroFreight,International Economy,SYN-004-50457,2012-11-15,2012-11-20,2012-11-22,8,2,0,1,0,DELIVERED,1,51.23,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004908,SO50458,15438,9,United States,Australia,Pacific,CAR-004,EuroFreight,International Economy,SYN-004-50458,2012-11-15,2012-11-20,2012-11-21,7,1,0,1,0,DELIVERED,1,51.79,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004909,SO50459,24458,9,United States,Australia,Pacific,CAR-003,GlobalPost,International Priority,SYN-003-50459,2012-11-15,2012-11-20,2012-11-20,6,0,1,1,0,DELIVERED,1,61.08,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004910,SO50460,27352,9,United States,Australia,Pacific,CAR-002,ParcelBridge,Economy,SYN-002-50460,2012-11-15,2012-11-20,2012-11-20,6,0,1,1,0,DELIVERED,1,19.57,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004911,SO50461,27355,9,United States,Australia,Pacific,CAR-003,GlobalPost,International Priority,SYN-003-50461,2012-11-15,2012-11-20,2012-11-21,7,1,0,1,0,DELIVERED,1,19.57,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004912,SO50462,24364,9,United States,Australia,Pacific,CAR-003,GlobalPost,International Priority,SYN-003-50462,2012-11-15,2012-11-20,2012-11-22,8,2,0,1,0,DELIVERED,1,54.54,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004913,SO50463,18166,10,United States,United Kingdom,Europe,CAR-004,EuroFreight,International Economy,SYN-004-50463,2012-11-16,2012-11-21,2012-11-20,5,0,1,1,0,DELIVERED,1,61.08,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004914,SO50464,19499,10,United States,United Kingdom,Europe,CAR-004,EuroFreight,International Economy,SYN-004-50464,2012-11-16,2012-11-21,2012-11-21,6,0,1,1,0,DELIVERED,1,25.01,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004915,SO50465,19294,8,United States,Germany,Europe,CAR-002,ParcelBridge,Economy,SYN-002-50465,2012-11-16,2012-11-21,2012-11-22,7,1,0,1,0,DELIVERED,1,25.01,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004916,SO50466,21105,10,United States,United Kingdom,Europe,CAR-002,ParcelBridge,Economy,SYN-002-50466,2012-11-16,2012-11-21,2012-11-23,8,2,0,1,0,DELIVERED,1,19.57,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004917,SO50467,15221,9,United States,Australia,Pacific,CAR-003,GlobalPost,International Priority,SYN-003-50467,2012-11-16,2012-11-21,2012-11-20,5,0,1,1,0,DELIVERED,1,51.79,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004918,SO50468,27346,9,United States,Australia,Pacific,CAR-003,GlobalPost,International Priority,SYN-003-50468,2012-11-16,2012-11-21,2012-11-21,6,0,1,1,0,DELIVERED,1,19.57,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004919,SO50469,27348,9,United States,Australia,Pacific,CAR-004,EuroFreight,International Economy,SYN-004-50469,2012-11-16,2012-11-21,2012-11-22,7,1,0,1,0,DELIVERED,1,19.57,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004920,SO50470,27370,9,United States,Australia,Pacific,CAR-003,GlobalPost,International Priority,SYN-003-50470,2012-11-16,2012-11-21,2012-11-20,5,0,1,1,0,DELIVERED,1,19.57,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004921,SO50471,12807,8,United States,Germany,Europe,CAR-002,ParcelBridge,Economy,SYN-002-50471,2012-11-16,2012-11-21,2012-11-23,8,2,0,1,0,DELIVERED,1,51.79,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004922,SO50472,27288,4,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-50472,2012-11-17,2012-11-22,2012-11-21,5,0,1,0,0,DELIVERED,1,51.23,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004923,SO50473,17827,7,United States,France,Europe,CAR-004,EuroFreight,International Economy,SYN-004-50473,2012-11-17,2012-11-22,2012-11-22,6,0,1,1,0,DELIVERED,1,25.01,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004924,SO50474,27269,1,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-50474,2012-11-17,2012-11-22,2012-11-19,3,0,1,0,0,DELIVERED,1,51.23,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004925,SO50475,19911,10,United States,United Kingdom,Europe,CAR-003,GlobalPost,International Priority,SYN-003-50475,2012-11-17,2012-11-22,2012-11-24,8,2,0,1,0,DELIVERED,1,25.01,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004926,SO50476,20980,8,United States,Germany,Europe,CAR-003,GlobalPost,International Priority,SYN-003-50476,2012-11-17,2012-11-22,2012-11-23,7,1,0,1,0,DELIVERED,1,19.57,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004927,SO50477,13252,10,United States,United Kingdom,Europe,CAR-002,ParcelBridge,Economy,SYN-002-50477,2012-11-17,2012-11-22,2012-11-22,6,0,1,1,0,DELIVERED,1,51.79,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004928,SO50478,15893,1,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-50478,2012-11-17,2012-11-22,2012-11-21,5,0,1,0,0,DELIVERED,1,19.57,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004929,SO50479,14449,1,United States,United States,North America,CAR-001,NorthStar Express,Standard,SYN-001-50479,2012-11-17,2012-11-22,2012-11-20,4,0,1,0,0,DELIVERED,1,25.01,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004930,SO50480,25138,9,United States,Australia,Pacific,CAR-002,ParcelBridge,Economy,SYN-002-50480,2012-11-17,2012-11-22,2012-11-24,8,2,0,1,0,DELIVERED,1,25.01,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004931,SO50481,15262,9,United States,Australia,Pacific,CAR-003,GlobalPost,International Priority,SYN-003-50481,2012-11-17,2012-11-22,2012-11-21,5,0,1,1,0,DELIVERED,1,51.79,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004932,SO50482,27354,9,United States,Australia,Pacific,CAR-004,EuroFreight,International Economy,SYN-004-50482,2012-11-17,2012-11-22,2012-11-22,6,0,1,1,0,DELIVERED,1,19.57,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004933,SO50483,15578,9,United States,Australia,Pacific,CAR-002,ParcelBridge,Economy,SYN-002-50483,2012-11-17,2012-11-22,2012-11-23,7,1,0,1,0,DELIVERED,1,51.79,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004934,SO50484,18028,10,United States,United Kingdom,Europe,CAR-003,GlobalPost,International Priority,SYN-003-50484,2012-11-18,2012-11-23,2012-11-25,8,2,0,1,0,DELIVERED,1,54.54,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004935,SO50485,27446,4,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-50485,2012-11-18,2012-11-23,2012-11-20,3,0,1,0,0,DELIVERED,1,51.23,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004936,SO50486,14448,1,United States,United States,North America,CAR-001,NorthStar Express,Standard,SYN-001-50486,2012-11-18,2012-11-23,2012-11-20,3,0,1,0,0,DELIVERED,1,25.01,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004937,SO50487,25213,9,United States,Australia,Pacific,CAR-003,GlobalPost,International Priority,SYN-003-50487,2012-11-18,2012-11-23,2012-11-24,7,1,0,1,0,DELIVERED,1,25.01,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004938,SO50488,25218,9,United States,Australia,Pacific,CAR-004,EuroFreight,International Economy,SYN-004-50488,2012-11-18,2012-11-23,2012-11-25,8,2,0,1,0,DELIVERED,1,25.01,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004939,SO50489,15717,9,United States,Australia,Pacific,CAR-003,GlobalPost,International Priority,SYN-003-50489,2012-11-18,2012-11-23,2012-11-22,5,0,1,1,0,DELIVERED,1,51.23,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004940,SO50490,15226,9,United States,Australia,Pacific,CAR-003,GlobalPost,International Priority,SYN-003-50490,2012-11-18,2012-11-23,2012-11-24,7,1,0,1,0,DELIVERED,1,51.79,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-004941,SO50491,15644,9,United States,Australia,Pacific,CAR-002,ParcelBridge,Economy,SYN-002-50491,2012-11-18,2012-11-23,2012-11-23,6,0,1,1,0,DELIVERED,1,51.79,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
